Date,Transaction status,Transaction type,Order ID,Product Details,Total product charges,Total promotional rebates,Amazon fees,Other,Total (EUR)
28/01/2025,Released,Order Payment,408-1717302-7227508,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
28/01/2025,Released,Order Payment,408-7830214-0612304,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,402-3468941-1501960,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,405-5122820-7950750,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Refund,407-6936603-6276357,Spray Asad 100 Ml,-24.58,0,3.69,-5.41,-26.3
28/01/2025,Released,Order Payment,171-8784054-3942709,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,407-6936603-6276357,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
28/01/2025,Released,Order Payment,405-7428762-5246754,Spray Glacier Ultra 100ml,18.12,0,-5.07,14.99,28.04
28/01/2025,Released,Order Payment,408-9656447-8902716,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,404-7568922-7258735,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
27/01/2025,Released,Refund,404-7568922-7258735,Spray Asad 100 Ml,0,0,3.35,-3.99,-0.64
27/01/2025,Released,Order Payment,405-5304167-5435542,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,406-0439957-8029109,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,404-3734374-0137909,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,0,-13.09,9.45,39.31
27/01/2025,Released,Order Payment,403-0285967-8402733,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,402-0813234-6119520,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,404-7000324-5084306,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,406-3421686-3494768,Spray Ameerat Al Arab 100 ML,23.33,0,-6.04,16.13,33.42
27/01/2025,Released,Order Payment,408-5517603-4810703,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,406-2175348-7836333,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,407-6006030-5929930,Spray Asad 100 Ml,24.5,0,-9.9,0,14.6
27/01/2025,Released,Order Payment,407-2226749-8951543,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
27/01/2025,Released,Order Payment,407-0214617-8577932,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,407-4057060-3898751,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,402-5342744-4066701,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
27/01/2025,Released,Order Payment,406-5917717-2336356,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-14.93,7.21,25.06
26/01/2025,Released,Order Payment,402-8031808-9645158,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Refund,404-7313220-7394708,Spray Asad 100 Ml,-24.58,0,3.69,-5.41,-26.3
26/01/2025,Released,Order Payment,406-3766007-4213933,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,408-6625317-4857953,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,402-2122471-6924310,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,402-1772571-0729105,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,403-6667220-3167561,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,404-7431137-9359529,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,408-1296959-7133940,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,404-6004204-2665948,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,404-7313220-7394708,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,408-1160200-9329151,Paris Corner Taskeen Caramel Cascade Eau...,32.78,0,-7.8,18.21,43.19
26/01/2025,Released,Order Payment,408-0183600-3239561,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,405-5696296-2297932,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
26/01/2025,Released,Order Payment,171-5253183-1428340,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,407-4790451-0736350,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,408-4234290-1596322,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,408-9226640-1797909,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,402-9101956-9993150,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,171-4991996-0484333,Ramadan24 Eternal Oud Eau de Parfum Latt...,42.95,-0.82,-13.09,10.27,39.31
25/01/2025,Released,Order Payment,408-0051156-5647578,Spray Asad 100 Ml,24.58,-1.63,-9.92,7.04,20.07
25/01/2025,Released,Order Payment,408-4562529-0948321,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,405-6816215-1584358,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,405-1461101-4947524,Spray Asad 100 Ml,24.58,-1.09,-9.92,6.5,20.07
25/01/2025,Released,Order Payment,405-4070418-4897933,Spray Asad 100 Ml,24.58,-0.55,-9.92,5.96,20.07
25/01/2025,Released,Order Payment,403-6582879-9235557,Spray Asad 100 Ml,24.58,-1.09,-9.92,6.5,20.07
25/01/2025,Released,Order Payment,171-9836672-0778723,Spray Asad 100 Ml,24.58,-1.63,-9.92,7.04,20.07
25/01/2025,Released,Order Payment,404-5233378-0336308,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
25/01/2025,Released,Order Payment,407-7185779-0483518,Spray Asad 100 Ml,24.58,0,-10.62,6.24,20.2
25/01/2025,Released,Order Payment,402-3555625-4820357,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,402-4603691-8949132,Spray Yara 100ml,24.18,0,-9.85,5.32,19.65
25/01/2025,Released,Order Payment,406-3607506-8871534,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,407-5138131-2127546,Spray Asad 100 Ml,24.58,-1.09,-9.92,6.5,20.07
25/01/2025,Released,Order Payment,404-4144091-0862706,Spray Asad 100 Ml,24.58,0,-11.31,7.07,20.34
25/01/2025,Released,Order Payment,404-7761768-4780311,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,404-7149184-5113153,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,405-0724599-7487564,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
25/01/2025,Released,Order Payment,404-5532880-0754750,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
25/01/2025,Released,Order Payment,405-0750430-2032367,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
24/01/2025,Released,Order Payment,403-6623673-9973101,"Eau de Parfum Opulent Musk, profumo unis...",18.85,0,-10.93,4.15,12.07
24/01/2025,Released,Order Payment,404-5101092-5223531,Fragrance World Cherry Incense Acqua Pro...,25.81,0,-9.88,5.68,21.61
24/01/2025,Released,Order Payment,406-3328865-0561927,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
24/01/2025,Released,Order Payment,404-4738987-4096304,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
24/01/2025,Released,Refund,402-4603691-8949132,Spray Yara 100ml,-24.18,0,3.63,-5.32,-25.87
24/01/2025,Released,Order Payment,171-9491043-9680309,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
24/01/2025,Released,Order Payment,405-0402850-1972307,Spray Asad 100 Ml,24.58,0,-13.27,9.4,20.71
24/01/2025,Released,Order Payment,402-7356763-0046755,Spray Asad 100 Ml,24.58,0,-9.92,5.41,20.07
24/01/2025,Released,Order Payment,405-7340913-9209138,Spray Asad 100 Ml,24.58,-3.27,-9.92,8.68,20.07
